city,cityAra,lat,lng,country,iso2,iso3
Noginsk,نوجينسك,55.8704,38.48,Russia,RU,RUS
Noginsk,نوجينسك,64.4833,91.2333,Russia,RU,RUS
Arlington,أرلينغتون,38.8786,-77.1011,United States,US,USA
Nawabshah,نواب شاه,26.2454,68.4,Pakistan,PK,PAK
Bharatpur,بهاراتبور,27.2504,77.5,India,IN,IND
Uitenhage,Uitenhage,-33.7596,25.39,South Africa,ZA,ZAF
Beipiao,Beipiao,41.81,120.76,China,CN,CHN
Errachidia,الرشيدية,31.9404,-4.45,Morocco,MA,MAR
Petropavl,بتروبافل,54.88,69.22,Kazakhstan,KZ,KAZ
Miri,ميري,4.3999,113.9845,Malaysia,MY,MYS
Brownsville,براونزفيل,25.998,-97.4565,United States,US,USA
Iquique,إكيكي,-20.25,-70.13,Chile,CL,CHL
Hyesan,Hyesan,41.3927,128.1927,"Korea, North",KP,PRK
Puducherry,بودوتشيري,11.935,79.83,India,IN,IND
Quillacollo,Quillacollo,-17.4,-66.28,Bolivia,BO,BOL
Staryy Oskol,Staryy اوسكول,51.3004,37.84,Russia,RU,RUS
Liaocheng,ياوتشنغ,36.4304,115.97,China,CN,CHN
Gusau,جوساو,12.1704,6.66,Nigeria,NG,NGA
Tanjungpinang,في Tanjungpinang,0.9168,104.4714,Indonesia,ID,IDN
Chon Buri,تشون بورى,13.4004,101,Thailand,TH,THA
Chuncheon,تشان تشون,37.8747,127.7342,"Korea, South",KR,KOR
Monywa,مونيوا,22.105,95.15,Burma,MM,MMR
Sabzevār,سبزوار,36.22,57.63,Iran,IR,IRN
Groznyy,غروزني,43.3187,45.6987,Russia,RU,RUS
Kolpino,كولبينو,59.73,30.65,Russia,RU,RUS
Sikasso,سيكاسو,11.3204,-5.68,Mali,ML,MLI
Mubi,موبي,10.2703,13.27,Nigeria,NG,NGA
Novi Sad,نوفي ساد,45.2504,19.8499,Serbia,RS,SRB
Juazeiro do Norte,جوازيرو دو نورتي,-7.21,-39.32,Brazil,BR,BRA
Nyanza,نيانزا,-2.3496,29.74,Rwanda,RW,RWA
Skikda,سكيكدة,36.8804,6.9,Algeria,DZ,DZA
Karnāl,كارنال,29.6804,76.97,India,IN,IND
Bạc Liêu,باك ليو,9.2804,105.72,Vietnam,VN,VNM
Minamiōzuma,Minamiōzuma,36.2404,137.97,Japan,JP,JPN
Tanga,طنجة,-5.07,39.09,Tanzania,TZ,TZA
Cidade de Nacala,سيداد دي نكالا,-14.5186,40.715,Mozambique,MZ,MOZ
Vitoria-Gasteiz,فيتوريا-جاستيز,42.85,-2.67,Spain,ES,ESP
Nāgercoil,NAGERCOIL,8.1804,77.43,India,IN,IND
Haeju,هايجو,38.0394,125.7144,"Korea, North",KP,PRK
Adıyaman,آدييامان,37.7704,38.2799,Turkey,TR,TUR
Okara,أوكارا,30.8104,73.45,Pakistan,PK,PAK
Nārāyanganj,نارايانجانج,23.6204,90.5,Bangladesh,BD,BGD
Colima,كوليما,19.23,-103.72,Mexico,MX,MEX
Appleton,أبليتون,44.2774,-88.3894,United States,US,USA
Hancheng,هانتشنغ,35.4704,110.43,China,CN,CHN
‘Ar‘ar,"""عرعر",30.99,41.0207,Saudi Arabia,SA,SAU
Itabuna,إيتابونا,-14.7896,-39.28,Brazil,BR,BRA
Banja Luka,بانيا لوكا,44.7804,17.18,Bosnia And Herzegovina,BA,BIH
Guéckédou,غوكيدو,8.554,-10.151,Guinea,GN,GIN
Neyshābūr,نيشابور,36.22,58.82,Iran,IR,IRN
Āmol,أمول,36.4713,52.3633,Iran,IR,IRN
Tapachula,تاباتشولا,14.9,-92.27,Mexico,MX,MEX
Formosa,فورموزا,-26.1728,-58.1828,Argentina,AR,ARG
Gulfport,جولفبورت,30.4271,-89.0703,United States,US,USA
Shakhty,شاختي,47.7204,40.27,Russia,RU,RUS
Blagoveshchensk,بلاغوفيشتشينسك,50.2666,127.5333,Russia,RU,RUS
Córdoba,قرطبة,18.9204,-96.92,Mexico,MX,MEX
Babruysk,بابرويسك,53.1266,29.1928,Belarus,BY,BLR
Cabanatuan City,كاباناتوان مدينة,15.5021,120.9617,Philippines,PH,PHL
Polokwane,بولوكواني,-23.89,29.45,South Africa,ZA,ZAF
Lhasa,لاسا,29.645,91.1,China,CN,CHN
Tanjore,تانجور,10.7704,79.15,India,IN,IND
Gabès,قابس,33.9004,10.1,Tunisia,TN,TUN
Baghlān,بغلان,36.1393,68.6993,Afghanistan,AF,AFG
Thousand Oaks,ألف السنديان,34.1914,-118.8755,United States,US,USA
Velikiy Novgorod,فيليكي نوفغورود,58.5,31.33,Russia,RU,RUS
Wuhai,ووهاي,39.6647,106.8122,China,CN,CHN
Bertoua,Bertoua,4.5804,13.68,Cameroon,CM,CMR
Imperatriz,إمبيراتريز,-5.52,-47.49,Brazil,BR,BRA
Potsdam,السد الخلفي,52.4004,13.07,Germany,DE,DEU
San Pedro de Macorís,سان بيدرو دي ماكوريس,18.4504,-69.3,Dominican Republic,DO,DOM
Mallawī,ملوي,27.7304,30.84,Egypt,EG,EGY
Sibolga,سيبولجا,1.75,98.8,Indonesia,ID,IDN
Orléans,اورليان,47.9004,1.9,France,FR,FRA
Denov,Denov,38.2772,67.8872,Uzbekistan,UZ,UZB
Avondale,اريدو,33.3858,-112.3236,United States,US,USA
San Bernardino,سان برناردينو,34.1417,-117.2945,United States,US,USA
Gilgit,جيلجيت,35.9171,74.3,Pakistan,PK,PAK
Rybinsk,رايبنسك,58.0503,38.82,Russia,RU,RUS
Groningen,جرونينجن,53.2204,6.58,Netherlands,NL,NLD
Bremerton,بريميرتون,47.5436,-122.7121,United States,US,USA
Roanoke,رونوك,37.2785,-79.958,United States,US,USA
Trieste,تريست,45.6504,13.8,Italy,IT,ITA
Kielce,كيلسي,50.8904,20.66,Poland,PL,POL
Mulhouse,مولهوز,47.7504,7.35,France,FR,FRA
Biysk,بييسك,52.5341,85.18,Russia,RU,RUS
Hickory,جوز,35.7426,-81.323,United States,US,USA
Owerri,أويري,5.493,7.026,Nigeria,NG,NGA
Zamora,زامورا,19.9804,-102.28,Mexico,MX,MEX
Navoiy,نافوي,40.1104,65.355,Uzbekistan,UZ,UZB
Split,انشق، مزق,43.5204,16.47,Croatia,HR,HRV
Kalamazoo,كالامازو,42.2749,-85.5882,United States,US,USA
Oradea,أوراديا,47.05,21.92,Romania,RO,ROU
Luts’k,لوتسك,50.7472,25.3334,Ukraine,UA,UKR
Portoviejo,بورتوفيخو,-1.06,-80.46,Ecuador,EC,ECU
Bergen,بيرغن,60.391,5.3245,Norway,NO,NOR
Brăila,برايلا,45.292,27.969,Romania,RO,ROU
Tacoma,تاكوما,47.2431,-122.4531,United States,US,USA
Nanping,نانبينغ,26.6304,118.17,China,CN,CHN
Machala,ماتشالا,-3.26,-79.96,Ecuador,EC,ECU
Limbe,يمبي,4.0304,9.19,Cameroon,CM,CMR
Marília,ماريليا,-22.21,-49.95,Brazil,BR,BRA
Fontana,فونتانا,34.0968,-117.4599,United States,US,USA
Kırıkkale,كيركيال,39.8504,33.53,Turkey,TR,TUR
Abhā,أبها,18.2301,42.5001,Saudi Arabia,SA,SAU
San-Pédro,حي سان بيدرو,4.7704,-6.64,Côte D’Ivoire,CI,CIV
Toamasina,تواماسينا,-18.1818,49.405,Madagascar,MG,MDG
Pāli,بالي,25.7904,73.3299,India,IN,IND
Thái Bình,بينه التايلاندية,20.4503,106.333,Vietnam,VN,VNM
Oral,عن طريق الفم,51.2711,51.335,Kazakhstan,KZ,KAZ
Presidente Prudente,سيادة الرئيس برودينتي,-22.12,-51.39,Brazil,BR,BRA
Sanming,سانمينغ,26.23,117.58,China,CN,CHN
Rennes,رين,48.1,-1.67,France,FR,FRA
Ijebu-Ode,إيجيبو-قصيدة,6.8204,3.92,Nigeria,NG,NGA
Tema,تيما,5.6404,0.01,Ghana,GH,GHA
Santander,سانتاندر,43.3805,-3.8,Spain,ES,ESP
Green Bay,غرين باي,44.515,-87.9896,United States,US,USA
Sidi Bel Abbès,سيدي بلعباس,35.1903,-0.64,Algeria,DZ,DZA
Bojnūrd,بوجنورد,37.47,57.32,Iran,IR,IRN
La Romana,لا رومانا,18.417,-68.9666,Dominican Republic,DO,DOM
Ḩajjah,حجة,15.6917,43.6021,Yemen,YE,YEM
Waitakere,ايتاكيري,-36.8524,174.5543,New Zealand,NZ,NZL
Lobito,وبيتو,-12.37,13.5412,Angola,AO,AGO
College Station,محطة الكلية,30.5852,-96.296,United States,US,USA
Pingliang,بينغليانغ,35.5304,106.6801,China,CN,CHN
Moreno Valley,وادي مورينو,33.9244,-117.2045,United States,US,USA
Laoag,اواج,18.1988,120.5936,Philippines,PH,PHL
Bahir Dar,بحر دار,11.6001,37.3833,Ethiopia,ET,ETH
Beersheba,بئر السبع,31.25,34.83,Israel,IL,ISR
Korla,كورلا,41.73,86.15,China,CN,CHN
Salzburg,سالزبورغ,47.8105,13.04,Austria,AT,AUT
Kalemie,كاليمي,-5.9333,29.2,Congo (Kinshasa),CD,COD
Amarillo,أماريلو,35.1989,-101.831,United States,US,USA
Portland,بورتلاند,43.6773,-70.2715,United States,US,USA
Northcote,نورثكوت,-36.7913,174.7758,New Zealand,NZ,NZL
Jiutai,Jiutai,44.1447,125.8443,China,CN,CHN
Campeche,كامبيتشي,19.83,-90.5,Mexico,MX,MEX
Puqi,بوكي,29.7204,113.88,China,CN,CHN
São Carlos,ساو كارلوس,-22.02,-47.89,Brazil,BR,BRA
Fargo,فارجو,46.8653,-96.8292,United States,US,USA
Funchal,فونشال,32.65,-16.88,Portugal,PT,PRT
Criciúma,كريسيوما,-28.68,-49.39,Brazil,BR,BRA
Lampang,امبانج,18.2916,99.4813,Thailand,TH,THA
Santa Barbara,سانتا باربارا,34.4285,-119.7202,United States,US,USA
Huntington,هنتنغتون,40.8522,-73.3824,United States,US,USA
Colón,كولون,9.365,-79.875,Panama,PA,PAN
Norwich,نورويتش,41.5495,-72.0882,United States,US,USA
Şalālah,صلالة,17.0255,54.0852,Oman,OM,OMN
Sibu,سيبو,2.303,111.843,Malaysia,MY,MYS
Las Tunas,لاس توناس,20.9601,-76.9544,Cuba,CU,CUB
Lianzhou,يانتشو,24.7815,112.3825,China,CN,CHN
Guaratinguetá,Guaratinguetá,-22.82,-45.19,Brazil,BR,BRA
Pisa,بيزا,43.7205,10.4,Italy,IT,ITA
Agartala,اجارتالا,23.8354,91.28,India,IN,IND
Erfurt,إرفورت,50.9701,11.03,Germany,DE,DEU
Timon,تيمون,-5.115,-42.845,Brazil,BR,BRA
Edéa,السوأة,3.8005,10.12,Cameroon,CM,CMR
Rostock,روستوك,54.0704,12.15,Germany,DE,DEU
Glendale,غليندال,34.1818,-118.2468,United States,US,USA
Ongole,اونجول,15.5604,80.05,India,IN,IND
Djougou,Djougou,9.7004,1.68,Benin,BJ,BEN
Khowy,Khowy,38.5304,44.97,Iran,IR,IRN
Mossoró,Mossoró,-5.19,-37.34,Brazil,BR,BRA
Barisāl,باريسال,22.7004,90.375,Bangladesh,BD,BGD
Biskra,بسكرة,34.86,5.73,Algeria,DZ,DZA
Angren,أنغرين,41.0304,70.1549,Uzbekistan,UZ,UZB
Taranto,تارانتو,40.5084,17.23,Italy,IT,ITA
Yonkers,يونكرز,40.9466,-73.8674,United States,US,USA
Pskov,بسكوف,57.83,28.3299,Russia,RU,RUS
Al Khums,آل الخمس,32.6604,14.26,Libya,LY,LBY
Minatitlán,ميناتيتلان,17.9805,-94.53,Mexico,MX,MEX
Huntington Beach,شاطئ هنتنغتون,33.696,-118.0025,United States,US,USA
Chiniot,شينيوت,31.72,72.98,Pakistan,PK,PAK
Pingzhen,Pingzhen,24.9439,121.2161,Taiwan,TW,TWN
San Miguel,سان ميغيل,13.4833,-88.1833,El Salvador,SV,SLV
Lashkar Gāh,اشكار جاه,31.583,64.36,Afghanistan,AF,AFG
Daşoguz,دسغز,41.84,59.965,Turkmenistan,TM,TKM
Sete Lagoas,سيت اغواس,-19.4496,-44.25,Brazil,BR,BRA
Gedaref,القضارف,14.04,35.38,Sudan,SD,SDN
Cartagena,قرطاجنة,37.6004,-0.98,Spain,ES,ESP
Puri,بوري,19.8204,85.9,India,IN,IND
Aurora,فجر,41.7637,-88.2901,United States,US,USA
Dindigul,Dindigul,10.38,78,India,IN,IND
Haldia,هالديا,22.0257,88.0583,India,IN,IND
Moratuwa,موراتوا,6.7804,79.88,Sri Lanka,LK,LKA
Rivera,ريفيرا,-30.8996,-55.56,Uruguay,UY,URY
Pokhara,بوخارا,28.264,83.972,Nepal,NP,NPL
Zhubei,Zhubei,24.8333,121.0119,Taiwan,TW,TWN
Bergamo,بيرجامو,45.7004,9.67,Italy,IT,ITA
Néma,نيما,16.6171,-7.25,Mauritania,MR,MRT
Az Zāwīyah,الزاوية,32.7604,12.72,Libya,LY,LBY
Kasama,كاساما,-10.1996,31.1799,Zambia,ZM,ZMB
Maīmanah,Maīmanah,35.9302,64.7701,Afghanistan,AF,AFG
Gainesville,غاينيسفيل,29.6804,-82.3458,United States,US,USA
Bacău,باكاو,46.5784,26.9196,Romania,RO,ROU
Taza,تازة,34.2204,-4.02,Morocco,MA,MAR
Batu Pahat,باتو باهات,1.8504,102.9333,Malaysia,MY,MYS
Balakovo,بالاكوفو,52.03,47.8,Russia,RU,RUS
Armavir,أرمافير,45.0004,41.13,Russia,RU,RUS
Rosetta,رشيد,31.4604,30.39,Egypt,EG,EGY
Bila Tserkva,بيلا تسيركفا,49.7743,30.1309,Ukraine,UA,UKR
Saskatoon,ساسكاتون,52.17,-106.67,Canada,CA,CAN
Aydın,آيدن,37.85,27.85,Turkey,TR,TUR
Huangyan,هوانغيان,28.65,121.25,China,CN,CHN
Bulandshahr,Bulandshahr,28.4104,77.8484,India,IN,IND
Ashino,Ashino,42.975,144.3747,Japan,JP,JPN
Purnea,Purnea,25.7854,87.48,India,IN,IND
Martapura,Martapura,-3.4135,114.8365,Indonesia,ID,IDN
Gemena,جيمينا,3.26,19.77,Congo (Kinshasa),CD,COD
Thanh Hóa,ثانه هوا,19.82,105.8,Vietnam,VN,VNM
Mbanza-Ngungu,مبانزا-نغونغو,-5.2496,14.86,Congo (Kinshasa),CD,COD
Kōfu,كوفو,35.6504,138.5833,Japan,JP,JPN
Salamanca,سالامانكا,20.5704,-101.2,Mexico,MX,MEX
Talca,تالكا,-35.455,-71.67,Chile,CL,CHL
Proddatūr,Proddatūr,14.7504,78.57,India,IN,IND
El Tigre,تيغري,8.8903,-64.26,Venezuela,VE,VEN
Gurgaon,جورجاون,28.45,77.02,India,IN,IND
Burhānpur,برهانبور,21.3004,76.13,India,IN,IND
Kure,كوري,34.251,132.5656,Japan,JP,JPN
Cartago,قرطاج,9.87,-83.93,Costa Rica,CR,CRI
Porlamar,بورلامار,10.9604,-63.85,Venezuela,VE,VEN
Reims,ريمس,49.2504,4.03,France,FR,FRA
Olympia,أولمبيا,47.0417,-122.8959,United States,US,USA
Engel’s,في إنجل,51.5004,46.12,Russia,RU,RUS
North Port,الميناء الشمالي,27.0577,-82.1975,United States,US,USA
Burgas,بورغاس,42.5146,27.4746,Bulgaria,BG,BGR
Ghandinagar,Ghandinagar,23.3004,72.6399,India,IN,IND
Spring Valley,وادي الربيع,36.0987,-115.2619,United States,US,USA
Iskandar,اسكندر,41.5507,69.6807,Uzbekistan,UZ,UZB
Naka,ناكا,37.4504,138.86,Japan,JP,JPN
Coro,كورو,11.42,-69.68,Venezuela,VE,VEN
Brikama,بريكاما,13.2804,-16.6599,"Gambia, The",GM,GMB
Severodvinsk,سيفيرودفينسك,64.57,39.83,Russia,RU,RUS
Al Jahrā’,الجهراء,29.3375,47.6581,Kuwait,KW,KWT
Huntington,هنتنغتون,38.4109,-82.4344,United States,US,USA
Deltona,دلتونا,28.905,-81.2136,United States,US,USA
Bongor,Bongor,10.2859,15.3872,Chad,TD,TCD
Sunrise Manor,شروق الشمس مانور,36.1785,-115.049,United States,US,USA
Grand Prairie,المرج الكبير,32.687,-97.0209,United States,US,USA
Divinópolis,ديفينوبوليس,-20.1495,-44.9,Brazil,BR,BRA
Salinas,ساليناس,36.6884,-121.6317,United States,US,USA
Tarakan,تاراكان,3.3,117.633,Indonesia,ID,IDN
Machilīpatnam,ماتشيليباتنام,16.2004,81.18,India,IN,IND
Oxford,أكسفورد,51.7704,-1.25,United Kingdom,GB,GBR
Ciudad Madero,سيوداد ماديرو,22.3189,-97.8361,Mexico,MX,MEX
Bayamo,بايامو,20.3795,-76.6433,Cuba,CU,CUB
Klaipėda,كلايبيدا,55.7204,21.1199,Lithuania,LT,LTU
Dunhua,دونهوا,43.3505,128.22,China,CN,CHN
Ziguinchor,زيغينشور,12.59,-16.29,Senegal,SN,SEN
Waterbury,واتربوري,41.5583,-73.0361,United States,US,USA
Barrancabermeja,بارانكابيرميا,7.09,-73.85,Colombia,CO,COL
Zlatoust,زلاتوست,55.175,59.65,Russia,RU,RUS
Muar,موار,2.0337,102.5666,Malaysia,MY,MYS
Overland Park,اوفرلاند بارك,38.887,-94.687,United States,US,USA
Dhamār,ذمار,14.5575,44.3875,Yemen,YE,YEM
Valera,فاليرا,9.32,-70.62,Venezuela,VE,VEN
Bhiwāni,بهيواني,28.81,76.125,India,IN,IND
Norwich,نورويتش,52.6304,1.3,United Kingdom,GB,GBR
Butuan,بوتوان,8.9495,125.5436,Philippines,PH,PHL
Caen,كاين,49.1838,-0.35,France,FR,FRA
Saint-Denis,سان دوني,-20.8789,55.4481,Reunion,RE,REU
Saddiqabad,Saddiqabad,28.3006,70.1302,Pakistan,PK,PAK
La Paz,لاباز,24.14,-110.32,Mexico,MX,MEX
Sơn Tây,سون تاي,21.1382,105.505,Vietnam,VN,VNM
Aberdeen,أبردين,57.1704,-2.08,United Kingdom,GB,GBR
Syzran’,"سيزران """,53.17,48.48,Russia,RU,RUS
Đồng Hới,دونج هوي,17.4833,106.6,Vietnam,VN,VNM
Mwene-Ditu,مويني-ديتو,-7,23.44,Congo (Kinshasa),CD,COD
Kabwe,كابوي,-14.44,28.45,Zambia,ZM,ZMB
Quelimane,كيليماني,-17.88,36.89,Mozambique,MZ,MOZ
Cork,فلين,51.8986,-8.4958,Ireland,IE,IRL
Parakou,باراكو,9.34,2.62,Benin,BJ,BEN
San Fernando del Valle de Catamarca,سان فرناندو ديل فالي دي كاتاماركا,-28.47,-65.78,Argentina,AR,ARG
Nandyāl,إلى نانديال,15.5204,78.48,India,IN,IND
Waco,واكو,31.5597,-97.1882,United States,US,USA
Angers,انجيه,47.48,-0.53,France,FR,FRA
Mostaganem,مستغانم,35.9404,0.09,Algeria,DZ,DZA
Erie,إيري,42.1168,-80.0733,United States,US,USA
Paarl,بارل,-33.6996,18.96,South Africa,ZA,ZAF
Rio Grande,ريو غراندي,-32.0495,-52.12,Brazil,BR,BRA
Szeged,سيجد,46.2504,20.15,Hungary,HU,HUN
Arapiraca,أرابيراكا,-9.75,-36.67,Brazil,BR,BRA
Ternate,تيرنيت,0.793,127.363,Indonesia,ID,IDN
Petropavlovsk-Kamchatskiy,بتروبافلوفسك كامتشاتسكي,53.062,158.623,Russia,RU,RUS
Kimch’aek-si,Kimch'aek، الاشتراكية,40.6723,129.2027,"Korea, North",KP,PRK
Puerto Vallarta,بويرتو فالارتا,20.6771,-105.245,Mexico,MX,MEX
Gibraltar,جبل طارق,36.1324,-5.3781,Gibraltar,GI,GIB
Cachoeiro de Itapemirim,ايتابيميريم دي كاتشويرو,-20.85,-41.13,Brazil,BR,BRA
Pinar del Río,بينار ديل ريو,22.4175,-83.6981,Cuba,CU,CUB
Manp’o,Manp'o,41.1454,126.2958,"Korea, North",KP,PRK
Olsztyn,أولشتاين,53.8,20.48,Poland,PL,POL
San Cristóbal,سان كريستوبال,16.75,-92.6334,Mexico,MX,MEX
Cienfuegos,سيينفويغوس,22.1444,-80.4403,Cuba,CU,CUB
Shendi,شندي,16.6805,33.42,Sudan,SD,SDN
Pécs,بيكس,46.0804,18.22,Hungary,HU,HUN
Cedar Rapids,منحدرات الأرز,41.9667,-91.6781,United States,US,USA
Marbella,ماربيا,36.5166,-4.8833,Spain,ES,ESP
Madiun,ماديون,-7.6346,111.515,Indonesia,ID,IDN
Ed Damazin,الدمازين,11.7704,34.35,Sudan,SD,SDN
Arica,أريكا,-18.5,-70.29,Chile,CL,CHL
Hagerstown,هاجرستاون,39.6402,-77.7217,United States,US,USA
Jamaame,جامامي,0.0722,42.7506,Somalia,SO,SOM
Tempe,تيمبي,33.3881,-111.9318,United States,US,USA
Kütahya,كوتاهيا,39.42,29.93,Turkey,TR,TUR
Yei,ياي,4.0904,30.68,South Sudan,SS,SSD
Mainz,ماينز,49.9825,8.2732,Germany,DE,DEU
Ruse,حيلة,43.8537,25.9733,Bulgaria,BG,BGR
Tiaret,تيارت,35.3804,1.32,Algeria,DZ,DZA
Fianarantsoa,فيانارانتسوا,-21.4333,47.0833,Madagascar,MG,MDG
Kramators’k,Kramators'k,48.7194,37.5344,Ukraine,UA,UKR
Kutaisi,كوتايسي,42.25,42.73,Georgia,GE,GEO
Tarlac City,مدينة تارلاك,15.4838,120.5834,Philippines,PH,PHL
Desē,DESE,11.13,39.63,Ethiopia,ET,ETH
Çorum,كوريم,40.52,34.95,Turkey,TR,TUR
Gweru,غويرو,-19.45,29.82,Zimbabwe,ZW,ZWE
Mataró,ماتارو,41.54,2.45,Spain,ES,ESP
Spartanburg,سبارتنبرغ,34.9437,-81.9256,United States,US,USA
Manta,مانتا,-0.98,-80.73,Ecuador,EC,ECU
Bhusāval,Bhusāval,21.02,75.83,India,IN,IND
Shibīn al Kawm,شبين الكوم,30.592,30.9,Egypt,EG,EGY
Clarksville,كلاركسفيلي,36.5696,-87.3428,United States,US,USA
Atyraū,أتيراو,47.1127,51.92,Kazakhstan,KZ,KAZ
Pinrang,Pinrang,-3.7857,119.6522,Indonesia,ID,IDN
Kamensk-Ural’skiy,كامينسك-Ural'skiy,56.4205,61.935,Russia,RU,RUS
Chilpancingo,تشيلبانسينغو,17.55,-99.5,Mexico,MX,MEX
Birāṭnagar,بيراتناغار,26.4837,87.2833,Nepal,NP,NPL
Bahraigh,Bahraigh,27.6204,81.6699,India,IN,IND
Barrie,باري,44.3838,-79.7,Canada,CA,CAN
Chingola,شينغولا,-12.5396,27.85,Zambia,ZM,ZMB
Tonk,تونك,26.1505,75.79,India,IN,IND
Probolinggo,Probolinggo,-7.7496,113.15,Indonesia,ID,IDN
Sirsa,Sirsa,29.4904,75.03,India,IN,IND
Anda,اندا,46.4,125.32,China,CN,CHN
Gastonia,غاستونيا,35.2494,-81.1853,United States,US,USA
Hinthada,هنثادا,17.6483,95.4679,Burma,MM,MMR
Gangneung,جانجنيونج,37.7559,128.8962,"Korea, South",KR,KOR
Castellón de la Plana,كاستيلون دي لا بلانا,39.9704,-0.05,Spain,ES,ESP
Funtua,فونتوا,11.5204,7.32,Nigeria,NG,NGA
El Jadid,شرم الجديد,33.2604,-8.51,Morocco,MA,MAR
Reggio di Calabria,ريجيو كالابريا,38.115,15.6414,Italy,IT,ITA
Zuwārah,زوارة,32.9344,12.0791,Libya,LY,LBY
Lorain,لورين,41.4409,-82.184,United States,US,USA
Sioux Falls,سيوكس فولز,43.5397,-96.7321,United States,US,USA
Rio Claro,ريو كلارو,-22.41,-47.56,Brazil,BR,BRA
Tāngāil,تانجيل,24.25,89.92,Bangladesh,BD,BGD
Obuase,Obuase,6.1904,-1.66,Ghana,GH,GHA
Fort Lauderdale,ثكنة لودرديل,26.1412,-80.1464,United States,US,USA
Zhaodong,Zhaodong,46.0804,125.98,China,CN,CHN
Balkh,بلخ,36.7501,66.8997,Afghanistan,AF,AFG
Potosí,بوتوسي,-19.5696,-65.75,Bolivia,BO,BOL
Phan Rang-Tháp Chàm,فان رانج-ثاب تشام,11.567,108.9833,Vietnam,VN,VNM
Varāmīn,ورامين,35.3166,51.6466,Iran,IR,IRN
Passo Fundo,باسو فوندو,-28.25,-52.42,Brazil,BR,BRA
Almería,ألميريا,36.8303,-2.43,Spain,ES,ESP
Newport News,نيوبورت نيوز,37.1051,-76.5185,United States,US,USA
Vizianagaram,فيزينجارم,18.1204,83.5,India,IN,IND
Sittwe,سيتوي,20.14,92.88,Burma,MM,MMR
Klerksdorp,كليركسدورب,-26.88,26.62,South Africa,ZA,ZAF
Si Racha,سي راشا,13.159,100.9287,Thailand,TH,THA
Mary,مريم العذراء,37.6,61.8333,Turkmenistan,TM,TKM
Al ‘Arīsh,"شركة ""العريش",31.1249,33.8006,Egypt,EG,EGY
Boma,بوما,-5.83,13.05,Congo (Kinshasa),CD,COD
Sangolquí,Sangolquí,-0.31,-78.46,Ecuador,EC,ECU
Heroica Nogales,هيرويكا نوغاليس,31.305,-110.945,Mexico,MX,MEX
High Point,نقطة عالية,35.9905,-79.9937,United States,US,USA
Teziutlan,تيسيوتلان,19.8204,-97.36,Mexico,MX,MEX
Korhogo,كورهوغو,9.46,-5.64,Côte D’Ivoire,CI,CIV
Termiz,ترمز,37.2329,67.2729,Uzbekistan,UZ,UZB
Ar Raqqah,الرقة,35.9304,39.02,Syria,SY,SYR
Santa Cruz,سانتا كروز,36.9789,-122.0346,United States,US,USA
El Oued,الواد,33.3704,6.86,Algeria,DZ,DZA
Rancho Cucamonga,رانشو كوكامونجا,34.1248,-117.5666,United States,US,USA
Treviso,تريفيزو,45.67,12.24,Italy,IT,ITA
Frisco,فريسكو,33.1554,-96.8217,United States,US,USA
Danbury,دانبري,41.4016,-73.471,United States,US,USA
Vellore,فيلور,12.9204,79.15,India,IN,IND
Kadugli,كادوقلي,11.01,29.7,Sudan,SD,SDN
Hemet,التقى,33.7341,-116.9969,United States,US,USA
Nyíregyháza,نييريجيهازا,47.9653,21.7187,Hungary,HU,HUN
Alleppey,أليبي,9.5004,76.37,India,IN,IND
Malāyer,ملاير,34.32,48.85,Iran,IR,IRN
Letpandan,Letpandan,17.7819,95.7415,Burma,MM,MMR
Yuzhno-Sakhalinsk,يوجنو ساخالينسك,46.965,142.74,Russia,RU,RUS
Ouargla,ورقلة,31.97,5.34,Algeria,DZ,DZA
Oceanside,المحيط,33.2247,-117.3083,United States,US,USA
Regina,ريجينا,50.45,-104.617,Canada,CA,CAN
Salatiga,سالاتيغا,-7.3095,110.4901,Indonesia,ID,IDN
Turku,توركو,60.4539,22.255,Finland,FI,FIN
Ontario,أونتاريو,34.0393,-117.6064,United States,US,USA
Vancouver,فانكوفر,45.6367,-122.597,United States,US,USA
Sāveh,ساوه,35.0218,50.3314,Iran,IR,IRN
Modena,مودينا,44.65,10.92,Italy,IT,ITA
Les Cayes,ليه كاييه,18.2004,-73.75,Haiti,HT,HTI
Baicheng,بايتشنغ,23.8997,106.6133,China,CN,CHN
Entebbe,عنتيبي,0.0604,32.46,Uganda,UG,UGA
Yangmei,يانجمي,24.9167,121.15,Taiwan,TW,TWN
Taitung,تايتونج,22.7554,121.14,Taiwan,TW,TWN
Sīrjān,Sirjan في,29.47,55.73,Iran,IR,IRN
Harar,هرار,9.32,42.15,Ethiopia,ET,ETH
As Samāwah,كما السماوة,31.3099,45.2803,Iraq,IQ,IRQ
Ōbiraki,Ōbiraki,40.57,140.47,Japan,JP,JPN
Takaoka,تاكاوكا,42.6504,141.55,Japan,JP,JPN
Puerto Montt,بويرتو مونت,-41.47,-72.93,Chile,CL,CHL
George,جورج,-33.95,22.45,South Africa,ZA,ZAF
Bo,بو,7.97,-11.74,Sierra Leone,SL,SLE
Garden Grove,غاردن غروف,33.7787,-117.9601,United States,US,USA
Puerto Cabello,بويرتو كابيلو,10.4704,-68.17,Venezuela,VE,VEN
Sidon,صيدا,33.563,35.3688,Lebanon,LB,LBN
